{  0,79,  -0,45,  -0,51,   0,08,  -0,39,   0,18,   0,17,   1,08,   0,26,   0,76 }
{  0,49,  -0,83,  -0,36,  -0,60,   0,45,  -1,90,   0,05,   0,02,   0,51,   0,51 }
{ -0,69,  -0,64,  -0,44,   0,25,   0,32,  -0,51,   0,05,  -0,29,   1,19,   0,09 }
{ -0,58,  -0,40,  -0,18,  -1,78,   0,00,  -0,99,   0,72,  -0,68,   0,69,  -0,72 }
{ -0,43,  -0,17,   0,42,   0,41,  -0,60,   0,08,   1,50,   0,55,  -1,32,  -1,31 }
{  0,98,  -0,12,   0,23,   0,25,  -0,54,  -1,73,  -0,50,   1,43,   0,83,  -0,76 }
{ -0,17,  -0,10,  -0,30,   0,25,   0,38,  -1,90,  -0,72,  -0,17,  -0,03,  -0,42 }
{ -0,13,   0,47,  -0,46,   0,08,  -0,25,  -0,12,  -0,28,   1,23,   1,94,  -0,68 }
{  0,91,  -0,10,  -0,37,   2,10,  -0,12,  -0,49,   1,27,   1,89,   1,24,   1,48 }
{ -0,10,  -0,15,   0,00,  -0,26,   0,23,  -1,40,  -0,61,  -0,54,   0,28,  -0,46 }
{  0,40,   0,00,  -0,56,   1,59,   3,12,  -2,78,  -0,94,  -1,12,  -0,19,  -0,55 }
{ -0,93,   1,90,  -0,03,   0,25,  -0,20,   0,37,   0,39,   0,02,  -1,57,  -0,93 }
{ -2,13,   3,17,   3,31,   1,26,  -0,59,   0,49,  -0,39,  -1,22,  -2,82,  -0,13 }
{  0,59,  -0,38,   0,12,  -0,77,  -0,09,  -0,80,   0,28,   0,14,  -0,35,  -0,42 }
{ -0,24,  -0,17,   0,06,  -1,10,   0,70,  -2,15,   0,50,   0,12,  -0,46,  -0,63 }
{ -0,47,   0,11,  -0,05,  -1,61,   0,18,  -1,01,   0,05,  -1,12,  -0,75,  -0,04 }
{ -1,34,   1,55,   1,74,   0,75,  -0,62,   0,23,  -0,06,  -0,15,  -1,86,  -1,27 }
{ -2,65,  -0,52,  -0,27,   0,08,   1,44,  -0,60,   3,05,   0,71,  -1,19,  -0,59 }
{ -0,92,  -0,22,  -0,12,   0,58,  -0,34,  -0,68,  -1,94,  -1,47,  -0,82,  -0,97 }
{ -0,35,  -0,43,  -0,10,  -0,43,  -0,11,   0,16,  -0,72,  -2,58,  -1,59,   0,72 }
{ -1,38,  -0,03,  -0,03,  -0,26,   0,53,  -0,57,   0,39,  -1,12,  -0,26,  -0,42 }
{ -0,09,   0,42,   0,36,  -0,77,  -0,24,  -0,05,  -1,28,  -1,26,  -0,55,   0,13 }
{ -0,11,   0,96,  -0,32,   0,25,   1,30,  -0,99,   0,39,  -1,94,  -1,70,   0,76 }
{ -0,30,   0,30,   0,71,   0,08,   1,22,   1,14,  -0,17,  -1,45,  -1,39,   1,82 }
{  0,32,   0,37,  -0,20,   0,58,   0,80,  -0,44,   0,94,  -1,16,  -1,41,  -0,13 }
}
